id;title;description;address;dateFrom;dateTo;city;tag
231;Biblioteka i galerija;;;;;Raška;landmarks
232;Bioskop;;;;;Raška;landmarks
233;KGB, Mordor, Struga;;;;;Raška;landmarks
234;Spomen soba Milunke Savić;;;;;Raška;landmarks
235;"Dom kulture ""Milomir Glavčić""";;;;;Raška;landmarks
236;Barska reka;;;;;Raška;landmarks
237;Narodni muzej;Zdanje nekadašnje Polugimnazije podignuto je 1857. godine kao prva nameski zidana zgrada za te potrebe u Srbiji. Od 1961. godine tu je smešten Narodni muzej. Polugimnazija šabačka osnovana je 1837. godine i jedna je od najstarijih u Srbiji. Čitave dve decenije nije imala krov nad glavom, tako da se nastava održavala po privatnim kućama. Iz tog razloga doneta je odluka da se zida nova, prostrana zgrada za školske potrebe. Bilo je nekoliko placeva koji su se nudili u gradu, ali se Načelstvo okruga šabačkog opredelilo da kupi parcelu od Petra Kurtovića koja se nalazila preko puta Vladičanskog dvora, kao i plac Ljube Grujića, i da na toj lokaciji započne gradnju. Tako je započela gradnja prve nameski zidane zgrade za Polugimnaziju u Srbiji. Neverovatno je čak i za današnje standarde da je za nešto više od godinu dana, polovinom 19. veka ovakav objekat izgrađen i useljen. Ovaj objekat je u osnovi simetričan i predstavlja prvi, u evropskom duhu, zidan objekat u Šapcu. Fasada zgrade Polugimnazije podeljena je podeonim horizontalnim vencem sa naglašenim centralnim delom. Najznačajniji dekorativni elemet fasade čine snažni krovni venci koji imaju bogatu geometrijsku profilaciju. Od toga odstupa centralni venac koji u donjem delu ima friz konzola od stilizovanih ljudskih glava. Ovaj objekat predstavlja dobar primer prelaska Evrope na Balkan, odnosno najavu novog graditeljstva u Srbiji. Povratak romantučarskoj arhitekturi započet je ovim zdanjem, što je u duhu umestnosti 19. veka, a primećuje se ne samo na fasadi, nego u primeni svodova i lučnih otvora unutar objekta.;;;;Šabac;landmarks
238;Zgrada u Masarikovoj broj 11;Zgrada u Masarikovoj broj 11;;;;Šabac;landmarks
239;Međuopštinski istorijski arhiv;Objekat u kome je smešten Međuopštinski istorijski arhiv podignut je 1865. godine o čemu svedoči i natpisa na zgradi, a zidan je za Okružnu bolnicu, jednu od najstarijih u Srbiji. Prema Feliksu Kanicu, ”Lepa je i bolnica, čija je gradnja stajala 6.000 dukata i u kojoj je lečeno 1.200 bolesnika uz utrošak 33.000 dinara”. Mirna neoklasicistička fasada ispresecena je mnoštvom prozorskih otvora, što unutrašnje prostorije čini svetlim i prostranim, a centralni deo naglašen visokim timpanonom se slepim arkadicama. Objekat je građen je u duhu paviljonske arhitekture tog vremena kao podužni, okružen travnatim površinama i starinskom ogradom. Međuopštinski istorijski arhiv je u ovaj objekat smešten od 1981. godine, a zgrada je spomenik kulture od velikog značaja.;;;;Šabac;landmarks
240;Šabačka tvrđava;Prvi pomen Zaslon, koji je preteča današnjem gradu, potiče iz dubrovačkih arhiva iz godine 1454. Ime naselja isprva je bilo Zaslon, dolaskom Turaka Bejurdelen, a naziv Šabac prvi je zabeležio Antonio Bofini smatrajući da ona na turskom znači “nešto čudesno lepo”. Narednih vekova tvrđava je često prelazila iz turskih u ugarske ruke. Zbog stalnih problema sa izlivanjem reke Save, širenje grada bilo je moguće jedino u pravcu današnjeg grada stvaranjem nove čaršije tokom 18. veka. Šabac ubrzo postaje sedište nahije, a kako je tvrđava slabila, grad se sve više razvijao. Prva tvrđava podignuta je 1470. godine, a današnja datira iz 17. veka. O izuzetno burnoj istoriji tvrđave Stari grad, svedoči i to da je više od 10 puta prelazila iz jednih ruku u druge. Borba za prevlast između Srba, Turaka i Austrijanaca na ovim prostorima, čitavih pet vekova bila je svakodnevnica ljudi koji su na ovim prostorima živeli. Od centra Šapca je udaljena oko 1 km i sa svojim neposrednim okruženjem pretvoreno je u lep rekreativni centar koji predstavlja omiljeno izletište Šapčana.  Kroz period od šest vekova, tvrđava Stari grad, imala je različite transformacije u svom izgledu. Namena joj se održavala sve vreme zbog ratnih previranja koja su se dešavala na ovom prostoru. Više od četiri veka bila je odbrambeni fortifiikacioni objekat, da bi poslednjih 150 godina dobila drugačiji značaj, izgled i namenu.;;;;Šabac;landmarks
241;Zgrada PU Šabac;Dvospratno zdanje, po tome prvo u Šapcu, građeno je u neorenesansnom stilu sa akademskim formama. Struktura fasade ima tipičnu podelu sa jakim granitnim, štokovanim soklom sa naglašenim ispustom. Prizemlje je masivno i odlikuje se dubokim horizontalnim prugama, dok je prvi sprat dekorisan ređim i plićim urezima. Najviši delovi fasade su glatko obrađeni. Centralnim delom dominira istaknuti rizalit sa bogato ukrašenim delom u visini prvog sprata. Dekoracije su naročito uočljive u nadprozorskim vencima, koji su u prizemlju i na drugom spratu lučni, a na prvom spratu u obliku timpanona. Iznad rizalita uzdiže se dekorativno, četvorougaono kube sa ogradicom od kovanog gvožđa. Ova impozantna zgrada završena je 1906. gopdine, a bila je namenjena za Načelstvo okruga podrinjskog. U okviru ove zgrade bila je smeštena i pošta sve do prvog svetskog rata. Između dva rata objekat su koristila razna odeljenja, oblasti, a zatim i Načelstvo sreza pocerskog. Posle drugog svetskog rata u objektu je bila komanda mesta, a zatim gradski Narodni odbor. Od 1959. godine celokupnu zgradu koristi Sekretarijat unutrašnjih poslova, odnosno Policijska uprava Šabac;;;;Šabac;landmarks
242;Zgrada okružnog suda;Ova zgrada podignuta je u istom stilu kao zgrada okružnog načelstva ali su radovi završeni godinu dana kasnije, odnosno 1907. godine. Tom prilikom srušen je i Jevremov konak koji se nalazio između ove dve zgrade. U prizemlju i na spratovima su prostrani holovi, čega nema u zgradi okruđnog načelstva. Od svog prvog dana pa do danas ovu zgradu koristi Okružni sud (Viši sud u Šapcu).;;;;Šabac;landmarks
243;Krsmanovića kuća;Objekat koji dominira centrom grada podignut je 1891. godine a delo je čuvenog arhitekte Jovana Ilkića.  Ovu kuću, danas poznatu kao Krsmanovića kuću u miraz toj porodici donela je Jovanka iz čuvene šabačke porodice Topuzović. Njen otac je testamentom odredio da se na tom mestu podigne 12 dućana, te da se od prihoda kuće svake godine odvoja po 200 dukata kao miraz siromašnim šabačkim devojkama, od kojih će po dve svake godine dobijati po 100 dukata. Kada je ćerka nasledila kuću, nasledila je i te obaveze. U ovom objektu odmah po završetku izgradnje nalazilo se Drino-savsko kolo jahača knez Mihailo, a potom je taj prostor držala Trgovačka omladina Šapca u čujem okrilju je radila i Čitaonica šabačka, do izmeštanja u kafanu Jelen na Bairu ored Prvi svetski rat. Poslednji naslednik Krsmanovića kuće, da bi ostala sačuvana, poklonio je kuću državi. Krsmanovića kuća ima značajnu i arhitektonsku i ambijentalnu vrednost. To je spratna građevina, građena po ugledu na ranije stilove, sa mnoštvom otvora i bogato rešenim centralnim delom. S obzriom da je građevina rađena za ugao, taj centralni fon je nekada bio krunisan neorenesansnom kupolom, a po simsu su bile postavljene stojeće figure, koje je tokom uništavanja grada u Prvom svetskom ratu, prema nekim svedočenjima, čekićem polupao jedan austrijski vojnik. Značajan element na fasadi su  četiri niše u kojima su smeštene figure boginje Flore, kao i medaljon sa godinom ozgradnje.;;;;Šabac;landmarks
244;Kuća Dragomira Draže Petrovića;Kuću je 1912. godine za potrebe stanovanja podigao Dragomir Draža Petrović, šabački advokat. Nalazi se u ulici Masarikova br. 39. Ulična fasada ima sve odlike secesije. Na njoj obiluju floralni motivi, a posebno su ukrašeni venci zgrade i natprozornici (girlande, balusteri i dr). Na tom prostoru su vešto izvedene živopisne kombinacije klinker opeke i maltera. Zgradom dominira polukružni erker koji se uzdiže nad haustorom. Vrh erkera je rešen u obliku kubeta, sa ogradicom od kovanog gvožđa. Slična ograda ukrašava i gornju ivicu krova. Sokl je urađen od radaljskog granita, sa dubokim brazdama, izvedenim kao na renesansnim građevinama.;;;;Šabac;landmarks
245;Kuća Pavla Stanića;Kuća Pavla Stanića u Šapcu, u ulici Gospodar Jevremovoj broj 21 kao nepokretno kulturno dobro ima status spomenik kulture od velikog značaja. Kuću je podigao 1910. godine za svoje potrebe Pavle Stanić, šabački sarač i sedlar. Do Prvog svetskog rata tu je stanovao i imao svoju radnju. Krojač Joviša Stanišić kupuje kuću 1927. i u njoj drži svoju radionicu skoro pola veka. Ovo je jedan od najlepših primera secesije u Šapcu.;;;;Šabac;landmarks
246;Zgrada prve narodne apoteke;Zgrada Prve narodne apoteke se nalazi u Šapcu, u ulici Gospodar Jevremova br. 23., namenski projektovana i građena zgrada za potrebe apoteke i stanovanje vlasnika. Zidana je za apotekara Iliju Rankovića, a po projektu arhitekte A. Jankovića 1928. godine. Zgrada ima status spomenika kulture od velikog značaja. Projektovana da služi kao apoteka, ona je za svoje vreme postigla visoke standarde za tu namenu. Posebno je zanimljiva unutrašnja organizacija prostora prizemnog dela, gde je smešten prostor za izdavanje lekova sa mezaninom iznad. U podrumskom delu su pomoćne prostorije, kao i bunar za čuvanje fosfora. Prizemni deo pored apoteke ima laboratoriju, kancelariju i magacinski prostor. Spratni prostor je bio namenjen stanovanju, a tavan je imao perionicu i manju sobu. Objekat je smešten na regulacionoj liniji ulice, sa visokim ugaonim prolazom za dvorište u kome se nalazi ulaz za spratni deo objekta. Ulična fasada je rešena sa naglašenim centralnim rizalitom, blago konveksnim u spratnom delu i ravno rešenim u prizemnom delu i mezaninu, gde je celom širinom i visinom provučeno stakleno platno u metalnom ramu. Spratni deo rizalita je sa tri prozorska otvora međusobno odvojena tankim poluoblim stubićima. U vrhu, u nivou krova je atika kao balustrada oivičena sa dva stuba koja nose vaze. Levo i desno od rizalita ulična fasada je rešena simetrično, sa dva balkona na spratnom delu.;;;;Šabac;landmarks
247;Kuća prote Jovana Pavlovića;Jovan Pavlović je rođen 1804. godine u selu Banjici, u istočnoj Bosni. Od 1809. godine nastanio se u Šapcu sa roditeljima, gde je i pošao u školu. 1824. godine je postao sveštenik, dve godine kasnije proizveden je u protu. Umro je 24. aprila 1861. godine. Bio je bliski saradnik i prijatelj Jevrema Obrenovića, poeta, državnik, značajna kulturna ličnost Šapca i Srbije početkom 19. veka. Bavio se prevodilaštvom, a bio je uključen i u politiku. Srpsko učeno društvo ga je izabralo za dopisnog člana. Prota Jovan Pavlović je sazidao kuću 1846. godine za svoje potrebe. Nalazi se u ulici Masarikova br. 3. Posle 1863. godine, protina udovica kuću prodaje i ona do danas menja više vlasnika. Protina kuća je izrazit primer profane balkanske arhitekture i kao takva se sačuvala kao jedini preostali primer u gradu. Objekat ima blago izduženu pravougaonu osnovu sa ulazom na bočnoj fasadi. Ulična fasada ima na spratnom delu niz od tri prozorska otvora koja su međusobno odvojena naglašenim, jednostavnim pilastrima. Krov je blagog pada, sa ćeramidom kao pokrivačem.;;;;Šabac;landmarks
248;Kuća u Masarikovoj broj 50;Bogati šabački advokat Dragomir Draža Petrović pođigao je 1912 godine preko puta stare kuće novu reprezentativnu zgradu sa spratom u eklektičkom stilu.;;;;Šabac;landmarks
249;Jevrejsko groblje u Šapcu;Jevrejsko groblje (Donjošorsko groblje) u Šapcu, kao svedok življenja jednog naroda u gradu i okolini, predstavlja nepokretno kulturno dobro kao spomenik kulture. Jevrejsko groblje je smešteno pored šabačkog donjošorskog groblja i osnovano je početkom druge polovine 19. veka. Najstariji spomenici su skromniji, sa osnovnim podacima o pokojniku. Pred kraj 19. i početkom 20. veka spomeni su od mermera, raskošnije izrade, sa širim i kitnjastijim posvetama. Ovo ukazuje na ekonomsko snaženje šabačke jevrejske kolonije. Natpisi na spomenicima su napisani dvojezično, na hebrejskom i srpskom jeziku. Groblje je do letnjih meseci 1941. godine bilo aktivno, a zatim je zapušteno nestankom Jevrejske zajednice u vrtlogu Drugog svetskog rata. Ono se danas održava i ostalo je u celosti očuvano i može se videti sa samog puta. Tridesetšest spomenika i stotrideset rođenih Šapčana tog groblja svedoče o dva veka jednog naroda koga u Šapcu gotovo da više nema.;;;;Šabac;landmarks
250;"Osnovna škola ""Janko Veselinović""";Zgrada Osnovne škole „Janko Veselinović“ u Šapcu, podignuta je za potrebe osnovne škole krajem 19. veka. Zgrada škole zbog svog značaja je nepokretno kulturno dobro kao spomenik kulture od velikog značaja. . Naziv nosi po književniku, piscu, učitelju i pripovedaču – Janku Veselinoviću. Sredinom 19. veka Šabac je bio drugi grad po važnosti u celoj Srbiji. U odnosu na broj stanovnika Šabac je imao najveći broj učenika i učitelja, odmah posle Beograda. Bez obzira na dileme kada je škola u tadašnjoj Beogradskoj ulici sazidana, zna se iz jednog dokumenta, kojim je šabačka opština obavestila Ministarstvo prosvete, da je počela sa radom 1893. Ministarstvo prosvete potvrđuje zahtev i određuje da škola nasi naziv “škola u Beogradskoj ulici”. Od školske 1906/1907. godine ovaj naziv se menja u Osnovna škola u Karađorđevoj ulici, koji ostaje sve do 1930. godine. Od 1931. godine je nazvana: “Šabačka osnovna škola Steva D. Popović”, a od 1933. zvanični naziv je: “Državna narodna škola Steva D. Popović”. Međutim između dva svetska rata ova škola se u narodu zvala: “Donjošorska osnovna škola”. Spratno zdanje je povučeno nekoliko metara od regulacione linije ulice. Projektovana je po akademskim postulatima u duhu eklektike. Zgrada ima osnovu u obliku ćiriličkog slova G, gde duži deo zgrade, duboko prodire u dvorište, a kraći krak je postavljen frontalno u odnosu na ulicu. Ulična fasada je ukrašena većim brojem visokih prozorskih otvora sa nadprozorskim i podprozorskim vencima. Fasadu preseca po sredini horizontalni venac, a u vrhu je krovni venac koga nosi niz konzola. Prizemni i spratni deo su identični: prozorski otvori su grupisani po tri u nizu, sa većim razmakom između grupa. Ulaz u školsku zgradu postavljen je uz desnu ivicu ulične fasade. Iznad njega prozorski otvor iznad koga je ukras u obliku timpanona sa prelomljenim lukom. Oba otvora (i donji i gornji) uokviruje par pilastra sa dekorativnim kapitelima. Identičnu kompiziciju imamo i na suprotnom, levom delu, s tim što u donjem, prizemnom delu, umesto ulaza stoji prozorski otvor. Krov je na dve vode sa biber crepom kao prekrivačem.;;;;Šabac;landmarks
251;Saborna crkva Sv. apostola Petra i Pavla u Šapcu;"Prvi pouzdani podaci o postojanju drvene crkve u Šapcu vezuju se austrijsku vladavinu Srbijom 1718-1739. godine. Prva Crkva svetih apostola Petra i Pavla bila je opisana početkom 19. veka kao trošna. Kako je Šabac početkom ovog veka postao eparhijsko sedište, pristupilo se gradnji nove, velelepnije crkve. Sadašnja šabačka crkva građena je od 1826 do 1831. godine. Kada je 1826. godine kroz Šabac prošao Joakim Vujić, zapisao je da je da se priprema materijal za gradnju nove crkve. Plac za novu šabačku crkvu poklonio zlatar Jovan Kurteša - Kurtović. Iznad ulaznih vrata na severnoj strani nalazi se ploča sa tekstom o gradnji crkve koji glasi: “Vo slavu presvjatija Troici, Otca i Sina i Svjatago Duha, v čest svjatih Apostolov Petra i Pavla soveršisja svjatij božestvenij hram v Šabcje pri carstvovaniji Sultana Mahmuda 2, pri pokroviteljstvje jego, Imperatorskogo Veličanstva Nikolaja Pavloviča, Samoderžšca Sverosiskago; pri blagopolučnom carstvovaniji i pravljeniji v Serbiji svjetljejšago i deržavnago Gosudarja Miloša Obrenoviča Knjaza Serbskago ljeta 1831. septemvrija”. Majstor-neimar je bio Kosta Dimović iz Ohrida. Gradnja crkve trajala je dosta duže nego što se predviđalo. Tako, je već nakon nekoliko godina crkvu je trebalo popravljati i dozidati zvonik. Iznad ulaznih vrata, na zapanoj strani nalazi se ploča od crvenog mermera, sa upisanim podacima o gradnji zvonika: “Vo slavu svjatija jedinosuščnija i nerazdjelnija Trojici osnovasja i soveršisja zvonik sej pod vladenijem Blagovjernago Knjaza Serbskago Gospodarja Aleksandra Karađorđevića, blagoslovenijem že Preosvjaščenjejšago Episkopa Šabačkago Gospodina Mihaila ljeta Gospodnja 1858”. Godine 1858. je stiglo sedam zvona iz kragujevačke topolivnice, a najveće je poklonila Tomanija Obrenović, žena Jevrema Obrenovića. Istovremeno sa gradnjom tornja urađen je i ikonostas. Šabačka eparhija je 6. novembra 1852. godine sklopila ugovor o slikanju ikonostasa sa poznatim slikarom Pavlom Simićem. Ikonostas je slikan od 1853. do 1857. godine. Episkop Joanikije Nešković priložio je dveri. Drvorezbarski deo ikonostasa radio je Đorđe Dević iz Bačke Palanke, a pozlatarske radove je radio Miloš Branković. U Prvom svetskom ratu crkva je teško oštećena. Srušen je zvonik do polovine, potpuno porušen krov, a svodovi i zidovi oštećeni. Austrijanci su u crkvi držali taoce, koje su streljali ispred crkve, a kasnije držali konje. Prema podacima iz Istorijskog arhiva u Šapcu smatra se da je u crkvi i crkvenoj porti izgubilo živote oko 200 lica. Tačan broj nikada nije utvrđen. Okupatori su opljačkali sve što se moglo nositi, a ikonostas u donjoj zoni boli bajonetima. Nekoliko godina posle rata crkva je popravljana. Ikonu svetog Jovana Krstitelja naslikao je 1931. godine šabački slikar Stevan Čalić. Pošto su okupatori, Nemci, odneli crkvena zvona to su, na ime reparacije 1924. godine, iz svojih livnica poslali crkvi sat i sedam zvona: po jedno od 1700 zatim od 1430 i 400 kilograma i po dva od po 1300 i 500 kilograma. Zvona su prvi put zazvonila uoči crkvene slave Svetih apostola Petra i Pavla 11. jula 1924. godine. Na zidovima i svodu crkve urađene su freske u tehnici “al seko”, a slikao ih je 1932. godine akademski slikar Andrija Bicenko, izbeglica iz Rusije. Ispod poda crkve nalazi se grobnica u kojoj su sahranjeni sveštenici: Jovan Pavlović, Marko Petrović, Jovan Živković, Adam Teodorović i episkop Samuilo Pantelić (1884-1886.). Ispred crkve, na mestu gde je nekada bila zgrada osnovne škole, podignut je spomenik izginulim šapčanima u ratovima od 1912. do 1918. godine. Autor spomenika je Frano Mengelo Dinčić iz Kotora. Kamen-mermer za spomenik dovučen je sa Venčaca, a klesao ga je g. Rogulić. Spomenik je osvetio Njegova svetost patrijarh srpski g. Varnava 3. juna 1934. godine u prisustvu kralja Aleksandra i i bana Drinske banovine. Tek šezdesetih godina počela je nova obnova crkve. Najpre je 1961. godine izvršena elekrtrifikacija kandila. Restauracija i konzervacija ikonostasa izvršena je 1967. godine, a radove su izveli Dušan Nonin i Bogdan Kovačević iz Novog Sada. Postavljene su pločice na podu crkve, crkva iznutra okrečena i ofarbana u 1971. godini. U 1979. godini stavljen je bakarni krov na crkvu. Parohijski dom je sagrađen 1976-77. godine.";;;;Šabac;landmarks
252;Gospodar Jevremova ulica u Šapcu;Gospodar Jevremova ulica je prostorna kulturno-istorijska celina, ujedno je jedinstven spomenički kompleks, koji pored arhitektonske, ima izrazitu istorijsko-urbanističku vrednost. Kao sačuvani deo starog gradskog jezgra, 2006. godine je proglašena za kulturno-istorijsku celinu od izuzetnog značaja. Ova ulica je deo nekadašnjeg starog gradskog jezgra koje se počelo formirati u prvoj polovini 19. veka, kada se grad razvija van Baira, koji je bio okosnica naselja van zidina šabačke tvrđave u 18. veku. Locirana u samom centru, gde se odvijao javni život grada, u drugoj polovini 19. veka dobila je trgovačku funkciju. Svoje sadašnje ime Gospodar Jevremova ulica (pre Glavna, Gospodska) dobila je još 1890. godine, o proslavi stogodišnjice rođenja Jevrema Obrenovića. Posle Drugog svetskog rata zvala se ulica Maršala Tita, do 2000. godine kada je ponovo vraćen stari naziv. Posle raskida sa orijentalnom arhitekturom (sredina i druga polovina 19. veka), u njoj se pod jakim uticajem srednjoevropske arhitekture podižu reprezentativne građevine bogatih građana, namenjene stanovanju i trgovini, ali i objekti javne namene koji su svojom veličinom i izgledom dominirali. Početkom 20. veka taj štimung je izmenjen rušenjem konaka Jevrema Obrenovića. Izgled Jevremove ulice, najstarijeg dela grada, godinama je narušavan „savremenom” gradnjom zgrada bez tradicionalnih uzora i estetskih vrednosti i nemarnim odnosom prema kulturnom nasleđu. U cilju očuvanja autentičnog identiteta Jevremove ulice, izvršeno je istraživanje gradske arhitekture, koje je 1982. godine obavio Zavod za zaštitu spomenika kulture iz Kragujevca. Na osnovu toga Skupština opštine Šabac je 1985. godine proglasila kao nepokretna kulturna dobra deset objekata gradske arhitekture. Dalju brigu o zaštiti preuzeo je 1997. godine Zavod za zaštitu spomenika kulture iz Valjeva, koji je nastavio istraživanje gradske arhitekture, sa akcentom na zaštiti i uređenju Gospodar Jevremove ulice, kao prostorne kulturno-istorijske celine od izuzetnog značaja za Republiku Srbiju. Zavod za zaštitu spomenika kulture iz Valjeva je 2002. godine, vrednovao celu ulicu, sačinio urbano-arhitektonsku dokumentaciju i idejni projekat za sprovođenje zaštite i revitalizacije ovog dela grada. Terenskim radom obrađeno je preko 40 objekata gradske arhitekture u toj ulici. Elaborat o graditeljskom nasleđu sa propisanim merama za njihovu zaštitu ugrađen je u Regulacioni plan „Centar 1“ u Šapcu. U nastojanju da se ovaj deo starog Šapca sačuva, pristupilo se 2003. i 2004. godine preuređenju i revitalizaciji Gospodar Jevremove ulice. Prisutni su stilovi neorenesanse, akademizma, secesije, moderne, artdeko, karakteristični za srednjoevropska strujanja u arhitekturi krajem 19. i početkom 20. veka. Zajednička karakteristika svih zgrada, bez obzira kojeg su stila, je bogato obrađena ulična fasada, istaknuti portali i pasaži, atici dekorisani ili balusterima ili motivima floralnog, antropomorfnog ili geometrijskog porekla, a na monumentalnijim i bogatim kućama i zgradama javne namene često se kao završetak postavljaju stojeće ljudske figure u nizu (Krsmanovića kuća, kuća Samurovića, i tako dalje). Kao nepokretna kulturna dobra proglašene su: Zgrada načelstva okruga podrinjskog (današnja zgrada opštinskog SUP-a), Zgrada Okružnog suda, Kuća Pavla Stanića i Zgrada Prve narodne apoteke. Svojim stilskim i tipološkim kvalitetima one zavređuju poseban tretman koji definišu mere zaštite koje propisuje teritorijalno nadležni Zavod za zaštitu spomenika kulture iz Valjeva. Gospodar Jevremova ulica je do danas sačuvala i svoju osobitu ulogu u životu grada, to da je oduvek je bila srce varoši, najživlja trgovačka i poslovna zona, scena kulturnih manifestacija i glavno šetalište.;;;;Šabac;landmarks
253;Kuća kožarskog trgovca Soldatovića;Ovu kuću sa visokim parterom podigao je početkom prošlog veka kožarski trgovac Soldatović. Fasadaje oblikovana u eklektičnom stilu sa izraženom dekorativnom ornamentikom.;;;;Šabac;landmarks
254;Kuća u Masarikovoj broj 30;Kuća u Masarikovoj broj 30. sa početka 20. veka građena u eklektičkom maniru. Fasada je bogato dekorisana, naročito nadprozorni i podprozorni venci. Balustrada je ornamentisana floralnim elementima i inicijalima. Kuća ima živopisno kaldrmisano dvorište obraslo vegetacijom.;;;;Šabac;landmarks
255;Zgrada gradske tržnice u Šapcu;Zgrada Gradske tržnice u Šapcu je spomenik kulture sagrađen 1939. godine prema projektu arhitekte Milana Minića (Prijepolje, 1889 – Beograd, 1961). Prostor u blizini najužeg centra grada zvanog „Krst”, preko puta zgrade Hotela „Zeleni venac”, izabran je za gradnju namenski projektovane zatvorene pijace jedinstvene u ovom delu Srbije. Jednostavna , podužna struktura pročišćene i nenametljive forme izvedena je u duhu kasnog modernizma Minićevog predratnog perioda. Sagledava se u morfologiji fasada, raščlanjenih pilastrima, koji naglašavaju vertikalizam i asociraju na antički skelet, stvarajući kontrast sa glatkim površinama zidnog platna druge boje na kojima su ritmično raspoređeni prozorski otvori. Jednostavnost arhitektonske kompozicije, izražen puristički jezik i bezornamentalnost ističu funkcionalizam u prvi plan. Trodelna podela pravougaone osnove po dužoj strani, sa ulazima sa sve četiri strane, jasno odvaja centralni prostor sa namenski projektovanim, izvedenim u tehnici teraco, tezgama za poljoprivredne proizvode od bočnih prostora izdeljenih na više prodavnica. Modernizovani istorizam u kompromisnom obliku saglediv je u kompoziciji, primenjenim materijalima, strukturi i konstrukciji (vidljiva drvena krovna konstrukcija).Ovaj spomenik kulture svrstava se u značajna graditeljska ostvarenja, kako zbog arhitektonskih svojstava, tako i zbog značaja za unapređenje kulture življenja, trgovine i poljoprivrede.;;;;Šabac;landmarks
256;Crkva Preobraženja u Krivaji;"Crkva posvećena Preobraženju smeštena je u živopisnoj dolini središnjeg dela sela Krivaje. Od 16. do 18. veka crkva je bila deo manastira po imenu Krivojnik Dobrinje. Svoj današnji izgled crkva dobija 1790. godine kada se vrše obimni radovi na njoj zahvaljujući ktitorstvu viđenih ljudi ovog kraja, između kojih se izdvaja oberknez Ranko Lazarević. Potpis Mihaila Petrovića, glavnog majstora, je sačuvan na časnoj trpezi.

Crkva ima trikonhalnu osnovu sa prostranom oltarskom apsidom, pripratom i karakterističnim polukružnim drvenim tremom na zapadnoj strani koji je naknadno pridodat. Tri kupole dominiraju spolja: centralna i dve bočne koje se nalaze iznad pevničkih apsida. Spoljašnji zidovi su jednostano malterisani, bez ukrasa, okrečeni u belo. Pored drvenog trema, koji je neosporno remek delo narodnog neimara, pažnju privlače i dva portala na zapadnoj strani građevine (jedan koji vodi u trem a drugi u glavnu građevinu), delo istih majstora koji su trem realizovali.";;;;Šabac;landmarks
257;Spomen-kapela sa kosturnicom u Prnjavoru;Austrijska vojska je avgusta 1914. godine počinila strahovita zverstva u Pocerini i Mačvi. Od svih mesta, po stradanjima se izdvaja Prnjavor, koji je, posle Šapca, najviše stradao pri prvim upadima neprijatelja u početku svetskog rata. Stravični su opisi koje su dali savremenici, a posebno svedočenja stranaca. Zločine u Prnjavoru pred svetsku javnost izneo je Švajcarac, Arčibald Rajs, profesor Lozanskog univerziteta, koji je na poziv srpske vlade došao da izvrši anketu o austrougarskim zverstvima na mačvanskom frontu. On je ostavio i brojne fotografije i zapisnike posle posete stratištima, koje je srpska vlada objavila u posebnim izdanjima na stranim jezicima, da bi upoznala, pre svega saveznike o teroru okupatora u Srbiji. Na ispitivanju ratnih zločina u Mačvi, počinjenih u Prvom svetskom ratu, sa dr Arčibaldom Rajsom, radio je Živko Barlovac, tada generalni konzul Kraljevine Srbije u Parizu. Zbog ogromnih žrtava i junačkog otpora neprijatelju 1914. godine, Ukazom br. 22 od 3. juna 1934. godine, kralja Aleksandra, Prnjavor je odlikovan za hrabrost Ordenom Karađorđeve zvezde s mačevima - četvrtog reda. To je jedino selo u Srbiji koje je dobilo ovo najznačajnije odlikovanje Kraljevine Srbije i Jugoslavije. Na inicijativu Prnjavorčana i nesebičnim zalaganjem dr Arčibalda Rajsa i svesrdnoj pomoći kralja Aleksandra, žrtvama Prvog svetskog rata u Prnjavoru podignuta je Spomen-kosturnica. Predsednik pododbora za njeno podizanje bio je Nikola Pašić, a potpredsednik Arčibald Rajs. Spomen-kosturnicu projektovao je arhitekta Milan Minić. U nju su pohranjene kosti 535 stradalnika iz Prnjavora, a svečano je otkrivena 5. novembra 1922. godine u prisustvu izaslanika kralja Aleksandra, Arčibalda Rajsa, ministra pravde – Laze Markovića, potpredsednika Narodne skupštine – Milorada Vujičića i drugih poznatih ličnosti. Spomen-kosturnica u Prnjavoru predstavlja manju građevinu u pseudo-vizantijskom stilu. Izgrađena je od kamena u obliku grčkog krsta, sa kupolom na preseku brodova. Portali i fasada kapele ukrašeni su ornamentikom neovizantijskog stila. Ispod poda je grobnica u kojoj su sahranjeni posmrtni ostaci 535 palih ratnika i žrtava austrougarske vojske. Nad vratima kosturnice postavljena je mermerna ploča na kojoj je reljefnim slovima urezan sledeći natpis: „Slavno je za otadžbinu umreti“ - Žrtvama austrougarskih zverstava dana 4. avgusta 1914. g. podiže ovu Kosturnicu kao i spomenik izginulim ratnicima 1912—1918. narod srpski Za vlade Nj. V. Kralja Aleksandra 1922. godine. U unutrašnjosti kapele, u tri lunete, naslikane su istorijske kompozicije sa tematikom stradanja Prnjavoraca 1914. godine, rađene u fresko tehnici zidnim slikama Špire Bocarića, koje prikazuju pojedine scene sa streljanja, mučenja, ubijanja i spaljivanja seljaka.;;;;Šabac;landmarks
